year,level_1,level_2,value
1999,Total Male Citizens,10 - 14 Years,112017
1999,Total Male Citizens,15 - 19 Years,103982
1999,Total Male Citizens,20 - 24 Years,101199
1999,Total Male Citizens,25 - 29 Years,113890
1999,Total Male Citizens,30 - 34 Years,123448
1999,Total Male Citizens,35 - 39 Years,143585
1999,Total Male Citizens,40 - 44 Years,141939
1999,Total Male Citizens,45 - 49 Years,118888
1999,Total Male Citizens,50 - 54 Years,86143
1999,Total Male Citizens,55 - 59 Years,59852
1999,Total Male Citizens,60 - 64 Years,48811
1999,Total Male Citizens,65 - 69 Years,38152
1999,Total Male Citizens,70 - 74 Years,27529
1999,Total Male Citizens,75 - 79 Years,15636
1999,Total Male Citizens,80 - 84 Years,8293
1999,Total Male Citizens,65 Years & Over,95276
1999,Total Male Citizens,70 Years & Over,57124
1999,Total Male Citizens,75 Years & Over,29596
1999,Total Male Citizens,80 Years & Over,13959
1999,Total Male Citizens,85 Years & Over,5667
1999,Total Female Citizens,0  -  4 Years,104945
1999,Total Female Citizens,5  -  9 Years,116471
1999,Total Female Citizens,10 - 14 Years,104597
1999,Total Female Citizens,15 - 19 Years,96710
1999,Total Female Citizens,20 - 24 Years,95092
1999,Total Female Citizens,25 - 29 Years,110180
1999,Total Female Citizens,30 - 34 Years,123765
1999,Total Female Citizens,35 - 39 Years,142646
1999,Total Female Citizens,40 - 44 Years,140833
1999,Total Female Citizens,45 - 49 Years,117759
1999,Total Female Citizens,50 - 54 Years,86824
1999,Total Female Citizens,55 - 59 Years,62873
1999,Total Female Citizens,60 - 64 Years,51135
1999,Total Female Citizens,65 - 69 Years,42158
1999,Total Female Citizens,70 - 74 Years,32631
1999,Total Female Citizens,75 - 79 Years,20760
1999,Total Female Citizens,80 - 84 Years,13211
1999,Total Female Citizens,65 Years & Over,119340
1999,Total Female Citizens,70 Years & Over,77183
1999,Total Female Citizens,75 Years & Over,44551
1999,Total Female Citizens,80 Years & Over,23791
1999,Total Female Citizens,85 Years & Over,10581
1999,Total Malays,0  -  4 Years,44116
1999,Total Malays,5  -  9 Years,49200
1999,Total Malays,10 - 14 Years,42506
1999,Total Malays,15 - 19 Years,34565
1999,Total Malays,20 - 24 Years,26887
1999,Total Malays,25 - 29 Years,31185
1999,Total Malays,30 - 34 Years,39840
1999,Total Malays,35 - 39 Years,44714
1999,Total Malays,40 - 44 Years,36643
1999,Total Malays,45 - 49 Years,26393
1999,Total Malays,50 - 54 Years,17018
1999,Total Malays,55 - 59 Years,10995
1999,Total Malays,60 - 64 Years,10909
1999,Total Malays,65 - 69 Years,9022
1999,Total Malays,70 - 74 Years,7214
1999,Total Malays,75 - 79 Years,4037
1999,Total Malays,80 - 84 Years,1687
1999,Total Malays,65 Years & Over,22853
1999,Total Malays,70 Years & Over,13830
1999,Total Malays,75 Years & Over,6617
1999,Total Malays,80 Years & Over,2579
1999,Total Malays,85 Years & Over,893
1999,Total Male Malays,0  -  4 Years,22841
1999,Total Male Malays,5  -  9 Years,25336
1999,Total Male Malays,10 - 14 Years,21759
1999,Total Male Malays,15 - 19 Years,17910
1999,Total Male Malays,20 - 24 Years,13881
1999,Total Male Malays,25 - 29 Years,15841
1999,Total Male Malays,30 - 34 Years,19925
1999,Total Male Malays,35 - 39 Years,22722
1999,Total Male Malays,40 - 44 Years,18495
1999,Total Male Malays,45 - 49 Years,13099
1999,Total Male Malays,50 - 54 Years,8444
1999,Total Male Malays,55 - 59 Years,5194
1999,Total Male Malays,60 - 64 Years,5390
1999,Total Male Malays,65 - 69 Years,4147
1999,Total Male Malays,70 - 74 Years,3709
1999,Total Male Malays,75 - 79 Years,2178
1999,Total Male Malays,80 - 84 Years,899
1999,Total Male Malays,65 Years & Over,11378
1999,Total Male Malays,70 Years & Over,7231
1999,Total Male Malays,75 Years & Over,3522
1999,Total Male Malays,80 Years & Over,1344
1999,Total Male Malays,85 Years & Over,445
1999,Total Female Malays,0  -  4 Years,21275
1999,Total Female Malays,5  -  9 Years,23864
1999,Total Female Malays,10 - 14 Years,20747
1999,Total Female Malays,15 - 19 Years,16655
1999,Total Female Malays,20 - 24 Years,13006
1999,Total Female Malays,25 - 29 Years,15343
1999,Total Female Malays,30 - 34 Years,19914
1999,Total Female Malays,35 - 39 Years,21992
1999,Total Female Malays,40 - 44 Years,18149
1999,Total Female Malays,45 - 49 Years,13294
1999,Total Female Malays,50 - 54 Years,8574
1999,Total Female Malays,55 - 59 Years,5802
1999,Total Female Malays,60 - 64 Years,5520
1999,Total Female Malays,65 - 69 Years,4875
1999,Total Female Malays,70 - 74 Years,3505
1999,Total Female Malays,75 - 79 Years,1859
1999,Total Female Malays,80 - 84 Years,788
1999,Total Female Malays,65 Years & Over,11475
1999,Total Female Malays,70 Years & Over,6600
1999,Total Female Malays,75 Years & Over,3095
1999,Total Female Malays,80 Years & Over,1235
1999,Total Female Malays,85 Years & Over,448
1999,Total Chinese,0  -  4 Years,151708
1999,Total Chinese,5  -  9 Years,167587
1999,Total Chinese,10 - 14 Years,153668
1999,Total Chinese,15 - 19 Years,148859
1999,Total Chinese,20 - 24 Years,155287
1999,Total Chinese,25 - 29 Years,176067
1999,Total Chinese,30 - 34 Years,186471
1999,Total Chinese,35 - 39 Years,216901
1999,Total Chinese,40 - 44 Years,223680
1999,Total Chinese,45 - 49 Years,192657
1999,Total Chinese,50 - 54 Years,143727
1999,Total Chinese,55 - 59 Years,104083
1999,Total Chinese,60 - 64 Years,81983
1999,Total Chinese,65 - 69 Years,64121
1999,Total Chinese,70 - 74 Years,47125
1999,Total Chinese,75 - 79 Years,29351
1999,Total Chinese,80 - 84 Years,18648
1999,Total Chinese,65 Years & Over,173916
1999,Total Chinese,70 Years & Over,109795
1999,Total Chinese,75 Years & Over,62669
1999,Total Chinese,80 Years & Over,33318
1999,Total Chinese,85 Years & Over,14671
1999,Total Male Chinese,0  -  4 Years,78592
1999,Total Male Chinese,5  -  9 Years,86483
1999,Total Male Chinese,10 - 14 Years,79718
1999,Total Male Chinese,15 - 19 Years,77203
1999,Total Male Chinese,20 - 24 Years,80063
1999,Total Male Chinese,25 - 29 Years,89637
1999,Total Male Chinese,30 - 34 Years,93178
1999,Total Male Chinese,35 - 39 Years,108694
1999,Total Male Chinese,40 - 44 Years,112184
1999,Total Male Chinese,45 - 49 Years,97034
1999,Total Male Chinese,50 - 54 Years,71719
1999,Total Male Chinese,55 - 59 Years,51086
1999,Total Male Chinese,60 - 64 Years,40116
1999,Total Male Chinese,65 - 69 Years,29695
1999,Total Male Chinese,70 - 74 Years,19992
1999,Total Male Chinese,75 - 79 Years,11521
1999,Total Male Chinese,80 - 84 Years,6672
1999,Total Male Chinese,65 Years & Over,72704
1999,Total Male Chinese,70 Years & Over,43009
1999,Total Male Chinese,75 Years & Over,23017
1999,Total Male Chinese,80 Years & Over,11497
1999,Total Male Chinese,85 Years & Over,4824
1999,Total Female Chinese,0  -  4 Years,73117
1999,Total Female Chinese,5  -  9 Years,81104
1999,Total Female Chinese,10 - 14 Years,73950
1999,Total Female Chinese,15 - 19 Years,71656
1999,Total Female Chinese,20 - 24 Years,75225
1999,Total Female Chinese,25 - 29 Years,86430
1999,Total Female Chinese,30 - 34 Years,93292
1999,Total Female Chinese,35 - 39 Years,108207
1999,Total Female Chinese,40 - 44 Years,111496
1999,Total Female Chinese,45 - 49 Years,95623
1999,Total Female Chinese,50 - 54 Years,72008
1999,Total Female Chinese,55 - 59 Years,52996
1999,Total Female Chinese,60 - 64 Years,41867
1999,Total Female Chinese,65 - 69 Years,34427
1999,Total Female Chinese,70 - 74 Years,27134
1999,Total Female Chinese,75 - 79 Years,17830
1999,Total Female Chinese,80 - 84 Years,11976
1999,Total Female Chinese,65 Years & Over,101212
1999,Total Female Chinese,70 Years & Over,66786
1999,Total Female Chinese,75 Years & Over,39652
1999,Total Female Chinese,80 Years & Over,21822
1999,Total Female Chinese,85 Years & Over,9846
1999,Total Indians,0  -  4 Years,17692
1999,Total Indians,5  -  9 Years,19793
1999,Total Indians,10 - 14 Years,17482
1999,Total Indians,15 - 19 Years,15107
1999,Total Indians,20 - 24 Years,12421
1999,Total Indians,25 - 29 Years,15014
1999,Total Indians,30 - 34 Years,18764
1999,Total Indians,35 - 39 Years,21923
1999,Total Indians,40 - 44 Years,19923
1999,Total Indians,45 - 49 Years,15525
1999,Total Indians,50 - 54 Years,10685
1999,Total Indians,55 - 59 Years,6665
1999,Total Indians,60 - 64 Years,6026
1999,Total Indians,65 - 69 Years,6203
1999,Total Indians,70 - 74 Years,5007
1999,Total Indians,75 - 79 Years,2467
1999,Total Indians,80 - 84 Years,916
1999,Total Indians,65 Years & Over,15063
1999,Total Indians,70 Years & Over,8861
1999,Total Indians,75 Years & Over,3854
1999,Total Indians,80 Years & Over,1387
1999,Total Indians,85 Years & Over,471
1999,Total Male Indians,0  -  4 Years,9050
1999,Total Male Indians,5  -  9 Years,10037
1999,Total Male Indians,10 - 14 Years,8987
1999,Total Male Indians,15 - 19 Years,7771
1999,Total Male Indians,20 - 24 Years,6404
1999,Total Male Indians,25 - 29 Years,7525
1999,Total Male Indians,30 - 34 Years,9390
1999,Total Male Indians,35 - 39 Years,10957
1999,Total Male Indians,40 - 44 Years,10104
1999,Total Male Indians,45 - 49 Years,7711
1999,Total Male Indians,50 - 54 Years,5203
1999,Total Male Indians,55 - 59 Years,3105
1999,Total Male Indians,60 - 64 Years,2847
1999,Total Male Indians,65 - 69 Years,3860
1999,Total Male Indians,70 - 74 Years,3458
1999,Total Male Indians,75 - 79 Years,1693
1999,Total Male Indians,80 - 84 Years,625
1999,Total Male Indians,65 Years & Over,9971
1999,Total Male Indians,70 Years & Over,6111
1999,Total Male Indians,75 Years & Over,2653
1999,Total Male Indians,80 Years & Over,960
1999,Total Male Indians,85 Years & Over,335
1999,Total Female Indians,0  -  4 Years,8642
1999,Total Female Indians,5  -  9 Years,9755
1999,Total Female Indians,10 - 14 Years,8495
1999,Total Female Indians,15 - 19 Years,7336
1999,Total Female Indians,20 - 24 Years,6017
1999,Total Female Indians,25 - 29 Years,7489
1999,Total Female Indians,30 - 34 Years,9375
1999,Total Female Indians,35 - 39 Years,10966
1999,Total Female Indians,40 - 44 Years,9819
1999,Total Female Indians,45 - 49 Years,7814
1999,Total Female Indians,50 - 54 Years,5482
1999,Total Female Indians,55 - 59 Years,3559
1999,Total Female Indians,60 - 64 Years,3179
1999,Total Female Indians,65 - 69 Years,2343
1999,Total Female Indians,70 - 74 Years,1549
1999,Total Female Indians,75 - 79 Years,774
1999,Total Female Indians,80 - 84 Years,291
1999,Total Female Indians,65 Years & Over,5093
1999,Total Female Indians,70 Years & Over,2750
1999,Total Female Indians,75 Years & Over,1201
1999,Total Female Indians,80 Years & Over,427
1999,Total Female Indians,85 Years & Over,135
1999,Other Ethnic Groups (Total),0  -  4 Years,3867
1999,Other Ethnic Groups (Total),5  -  9 Years,3634
1999,Other Ethnic Groups (Total),10 - 14 Years,2958
1999,Other Ethnic Groups (Total),15 - 19 Years,2161
1999,Other Ethnic Groups (Total),20 - 24 Years,1695
1999,Other Ethnic Groups (Total),25 - 29 Years,1804
1999,Other Ethnic Groups (Total),30 - 34 Years,2139
1999,Other Ethnic Groups (Total),35 - 39 Years,2694
1999,Other Ethnic Groups (Total),40 - 44 Years,2525
1999,Other Ethnic Groups (Total),45 - 49 Years,2072
1999,Other Ethnic Groups (Total),50 - 54 Years,1538
1999,Other Ethnic Groups (Total),55 - 59 Years,982
1999,Other Ethnic Groups (Total),60 - 64 Years,1028
1999,Other Ethnic Groups (Total),65 - 69 Years,964
1999,Other Ethnic Groups (Total),70 - 74 Years,814
1999,Other Ethnic Groups (Total),75 - 79 Years,541
1999,Other Ethnic Groups (Total),80 - 84 Years,252
1999,Other Ethnic Groups (Total),65 Years & Over,2785
1999,Other Ethnic Groups (Total),70 Years & Over,1821
1999,Other Ethnic Groups (Total),75 Years & Over,1008
1999,Other Ethnic Groups (Total),80 Years & Over,466
1999,Other Ethnic Groups (Total),85 Years & Over,214
1999,Other Ethnic Groups (Males),0  -  4 Years,1956
1999,Other Ethnic Groups (Males),5  -  9 Years,1886
1999,Other Ethnic Groups (Males),10 - 14 Years,1553
1999,Other Ethnic Groups (Males),15 - 19 Years,1097
1999,Other Ethnic Groups (Males),20 - 24 Years,851
1999,Other Ethnic Groups (Males),25 - 29 Years,887
1999,Other Ethnic Groups (Males),30 - 34 Years,955
1999,Other Ethnic Groups (Males),35 - 39 Years,1212
1999,Other Ethnic Groups (Males),40 - 44 Years,1156
1999,Other Ethnic Groups (Males),45 - 49 Years,1044
1999,Other Ethnic Groups (Males),50 - 54 Years,776
1999,Other Ethnic Groups (Males),55 - 59 Years,467
1999,Other Ethnic Groups (Males),60 - 64 Years,458
1999,Other Ethnic Groups (Males),65 - 69 Years,450
1999,Other Ethnic Groups (Males),70 - 74 Years,370
1999,Other Ethnic Groups (Males),75 - 79 Years,245
1999,Other Ethnic Groups (Males),80 - 84 Years,96
1999,Other Ethnic Groups (Males),65 Years & Over,1224
1999,Other Ethnic Groups (Males),70 Years & Over,773
1999,Other Ethnic Groups (Males),75 Years & Over,403
1999,Other Ethnic Groups (Males),80 Years & Over,158
1999,Other Ethnic Groups (Males),85 Years & Over,62
1999,Other Ethnic Groups (Females),0  -  4 Years,1911
1999,Other Ethnic Groups (Females),5  -  9 Years,1748
1999,Other Ethnic Groups (Females),10 - 14 Years,1405
1999,Other Ethnic Groups (Females),15 - 19 Years,1064
1999,Other Ethnic Groups (Females),20 - 24 Years,844
1999,Other Ethnic Groups (Females),25 - 29 Years,917
1999,Other Ethnic Groups (Females),30 - 34 Years,1184
1999,Other Ethnic Groups (Females),35 - 39 Years,1482
1999,Other Ethnic Groups (Females),40 - 44 Years,1369
1999,Other Ethnic Groups (Females),45 - 49 Years,1028
1999,Other Ethnic Groups (Females),50 - 54 Years,761
1999,Other Ethnic Groups (Females),55 - 59 Years,516
1999,Other Ethnic Groups (Females),60 - 64 Years,570
1999,Other Ethnic Groups (Females),65 - 69 Years,513
1999,Other Ethnic Groups (Females),70 - 74 Years,443
1999,Other Ethnic Groups (Females),75 - 79 Years,297
1999,Other Ethnic Groups (Females),80 - 84 Years,156
1999,Other Ethnic Groups (Females),65 Years & Over,1561
1999,Other Ethnic Groups (Females),70 Years & Over,1048
1999,Other Ethnic Groups (Females),75 Years & Over,605
1999,Other Ethnic Groups (Females),80 Years & Over,308
1999,Other Ethnic Groups (Females),85 Years & Over,152
2000,Total Citizen,0  -  4 Years,209701
2000,Total Citizen,5  -  9 Years,239691
2000,Total Citizen,10 - 14 Years,222591
2000,Total Citizen,15 - 19 Years,202842
2000,Total Citizen,20 - 24 Years,195765
2000,Total Citizen,25 - 29 Years,222180
2000,Total Citizen,30 - 34 Years,236905
2000,Total Citizen,35 - 39 Years,281850
2000,Total Citizen,40 - 44 Years,287417
2000,Total Citizen,45 - 49 Years,245436
2000,Total Citizen,50 - 54 Years,195751
2000,Total Citizen,55 - 59 Years,117433
2000,Total Citizen,60 - 64 Years,104419
2000,Total Citizen,65 - 69 Years,84185
2000,Total Citizen,70 - 74 Years,63318
2000,Total Citizen,75 - 79 Years,37775
2000,Total Citizen,80 - 84 Years,22039
2000,Total Citizen,65 Years & Over,223905
2000,Total Citizen,70 Years & Over,139720
2000,Total Citizen,75 Years & Over,76402
2000,Total Citizen,80 Years & Over,38627
2000,Total Citizen,85 Years & Over,16588
2000,Total Male Citizens,0  -  4 Years,108529
2000,Total Male Citizens,5  -  9 Years,123458
2000,Total Male Citizens,10 - 14 Years,115074
2000,Total Male Citizens,15 - 19 Years,105026
2000,Total Male Citizens,20 - 24 Years,100965
2000,Total Male Citizens,25 - 29 Years,113081
2000,Total Male Citizens,30 - 34 Years,118083
2000,Total Male Citizens,35 - 39 Years,140946
2000,Total Male Citizens,40 - 44 Years,144382
2000,Total Male Citizens,45 - 49 Years,123131
2000,Total Male Citizens,50 - 54 Years,97474
2000,Total Male Citizens,55 - 59 Years,57403
2000,Total Male Citizens,60 - 64 Years,50857
2000,Total Male Citizens,65 - 69 Years,39931
2000,Total Male Citizens,70 - 74 Years,28865
2000,Total Male Citizens,75 - 79 Years,16446
2000,Total Male Citizens,80 - 84 Years,8457
2000,Total Male Citizens,65 Years & Over,99395
2000,Total Male Citizens,70 Years & Over,59464
2000,Total Male Citizens,75 Years & Over,30599
2000,Total Male Citizens,80 Years & Over,14153
2000,Total Male Citizens,85 Years & Over,5696
2000,Total Female Citizens,0  -  4 Years,101172
2000,Total Female Citizens,5  -  9 Years,116233
2000,Total Female Citizens,10 - 14 Years,107517
2000,Total Female Citizens,15 - 19 Years,97816
2000,Total Female Citizens,20 - 24 Years,94800
2000,Total Female Citizens,25 - 29 Years,109099
2000,Total Female Citizens,30 - 34 Years,118822
2000,Total Female Citizens,35 - 39 Years,140904
2000,Total Female Citizens,40 - 44 Years,143035
2000,Total Female Citizens,45 - 49 Years,122305
2000,Total Female Citizens,50 - 54 Years,98277
2000,Total Female Citizens,55 - 59 Years,60030
2000,Total Female Citizens,60 - 64 Years,53562
2000,Total Female Citizens,65 - 69 Years,44254
2000,Total Female Citizens,70 - 74 Years,34453
2000,Total Female Citizens,75 - 79 Years,21329
2000,Total Female Citizens,80 - 84 Years,13582
2000,Total Female Citizens,65 Years & Over,124510
2000,Total Female Citizens,70 Years & Over,80256
2000,Total Female Citizens,75 Years & Over,45803
2000,Total Female Citizens,80 Years & Over,24474
2000,Total Female Citizens,85 Years & Over,10892
2000,Total Malays,0  -  4 Years,42909
2000,Total Malays,5  -  9 Years,48570
2000,Total Malays,10 - 14 Years,44343
2000,Total Malays,15 - 19 Years,36578
2000,Total Malays,20 - 24 Years,27059
2000,Total Malays,25 - 29 Years,30956
2000,Total Malays,30 - 34 Years,36871
2000,Total Malays,35 - 39 Years,44777
2000,Total Malays,40 - 44 Years,38520
2000,Total Malays,45 - 49 Years,28238
2000,Total Malays,50 - 54 Years,19532
2000,Total Malays,55 - 59 Years,10510
2000,Total Malays,60 - 64 Years,10447
2000,Total Malays,65 - 69 Years,9719
2000,Total Malays,70 - 74 Years,7406
2000,Total Malays,75 - 79 Years,4289
2000,Total Malays,80 - 84 Years,1862
